ad_id,clicks,impressions,cost,leads,conversions,conversion_rate,sale_amount,ad_date,device,keyword
A1713,123,4208,212.92,29,6,0.049,1184.00,2024-11-05,Desktop,Learn Data Analytics
A1714,121,5517,222.14,16,7,0.058,1682.00,2024-11-02,Tablet,Learn Data Analytics
A1715,126,5460,210.83,24,10,0.079,1326.00,2024-11-14,Tablet,Data Analytics Online
A1716,110,3159,197.92,26,10,0.091,1608.00,2024-11-18,Mobile,Data Analytics Online
A1717,190,5545,223.96,13,7,0.037,1344.00,2024-11-14,Tablet,Analytics For Data
A1718,148,3668,245.79,15,10,0.068,1718.00,2024-11-25,Desktop,Data Analytics Course
A1719,86,5663,231.79,19,10,0.116,1547.00,2024-11-17,Mobile,Data Analytics Training
A1721,143,5638,229.41,23,4,0.028,1398.00,2024-11-03,Desktop,Data Analytics Online
A1722,172,4436,232.16,21,7,0.041,1050.00,2024-11-27,Mobile,Learn Data Analytics
A1723,138,5555,188.55,14,8,0.058,1593.00,2024-11-24,Desktop,Data Analytics Training
A1724,132,4972,248.45,25,9,0.068,1126.00,2024-11-19,Tablet,Data Analytics Online
A1726,154,3461,235.36,18,4,0.026,1212.00,2024-11-18,Tablet,Data Analytics Online
A1727,126,3423,236.21,25,9,0.071,1106.00,2024-11-20,Tablet,Data Analytics Training
A1728,138,4025,220.96,21,7,0.051,1416.00,2024-11-24,Tablet,Data Analytics Online
A1729,193,3800,199.76,27,9,0.047,1393.00,2024-11-17,Mobile,Data Analytics Course
A1730,156,5293,210.43,26,6,0.038,1449.00,2024-11-28,Tablet,Data Analytics Course
A1731,142,3565,180.39,26,5,0.035,1147.00,2024-11-01,Tablet,Data Analytics Training
A1732,92,4296,239.12,11,10,0.109,1169.00,2024-11-02,Tablet,Data Analytics Training
A1734,134,4854,198.93,21,8,0.060,1101.00,2024-03-11,Desktop,Analytics For Data
A1736,117,4630,196.66,15,8,0.068,1361.00,2024-11-17,Desktop,Data Analytics Online
A1737,160,3448,210.38,19,7,0.044,1705.00,2024-11-14,Desktop,Data Analytics Course
A1738,146,5297,198.89,30,8,0.055,2000.00,2024-11-02,Desktop,Data Analytics Training
A1739,175,3818,190.89,30,10,0.057,1088.00,2024-11-10,Tablet,Data Analytics Online
A1740,122,4791,223.16,12,4,0.033,1246.00,2024-05-11,Tablet,Learn Data Analytics
A1741,85,3713,225.74,23,5,0.059,1867.00,2024-11-24,Tablet,Data Analytics Online
A1742,167,3634,202.75,30,10,0.060,1503.00,2024-11-23,Desktop,Data Analytics Training
A1743,158,3025,180.50,24,9,0.057,1725.00,2024-11-26,Tablet,Data Analytics Training
A1745,111,3050,208.87,10,7,0.063,1774.00,2024-11-26,Tablet,Analytics For Data
A1747,177,3042,239.64,26,4,0.023,1646.00,2024-11-20,Mobile,Data Analytics Course
A1748,150,5272,239.06,13,9,0.060,1232.00,2024-01-11,Desktop,Data Analytics Online
A1749,160,4279,191.56,22,10,0.063,1234.00,2024-12-11,Mobile,Data Analytics Course
A1750,147,5659,188.07,22,4,0.027,1796.00,2024-11-25,Mobile,Analytics For Data
A1751,198,4816,224.96,21,4,0.020,1601.00,2024-05-11,Mobile,Data Analytics Online
A1753,94,5221,225.23,17,3,0.032,1209.00,2024-11-19,Tablet,Learn Data Analytics
A1754,90,5859,187.29,17,5,0.056,1375.00,2024-11-16,Mobile,Analytics For Data
A1755,182,5055,232.64,26,8,0.044,1815.00,2024-10-11,Mobile,Data Analytics Training
A1758,103,3547,232.35,11,8,0.078,1663.00,2024-11-26,Tablet,Learn Data Analytics
A1759,148,3128,197.02,27,9,0.061,1214.00,2024-11-12,Tablet,Data Analytics Training
A1760,151,5201,198.56,15,10,0.066,1716.00,2024-11-05,Tablet,Data Analytics Training
A1761,148,5510,210.42,27,4,0.027,1352.00,2024-11-06,Mobile,Learn Data Analytics
A1762,103,5628,195.60,24,8,0.078,1065.00,2024-11-09,Mobile,Analytics For Data
A1763,115,5445,183.55,21,7,0.061,1721.00,2024-11-07,Tablet,Data Analytics Course
A1764,160,5936,239.87,29,4,0.025,1320.00,2024-11-24,Mobile,Analytics For Data
A1765,166,5808,194.79,14,8,0.048,1799.00,2024-11-14,Tablet,Data Analytics Training
A1766,187,3282,234.91,10,7,0.037,1525.00,2024-11-29,Mobile,Data Analytics Online
A1768,172,5546,241.81,24,10,0.058,1681.00,2024-11-03,Desktop,Learn Data Analytics
A1769,187,5734,187.44,10,8,0.043,1183.00,2024-11-23,Tablet,Analytics For Data
A1770,196,4964,249.47,26,9,0.046,1996.00,2024-11-19,Mobile,Learn Data Analytics
A1772,103,5244,205.90,22,7,0.068,1954.00,2024-11-16,Mobile,Analytics For Data
A1773,114,3064,196.01,23,6,0.053,1348.00,2024-11-30,Mobile,Learn Data Analytics
A1774,116,3265,199.21,24,10,0.086,1006.00,2024-11-21,Mobile,Learn Data Analytics
A1775,164,5351,217.90,10,9,0.055,1431.00,2024-11-12,Tablet,Data Analytics Online
A1777,112,4808,221.57,17,7,0.063,1186.00,2024-11-25,Desktop,Data Analytics Online
A1778,87,5506,188.77,11,5,0.057,1774.00,2024-11-22,Mobile,Learn Data Analytics
A1780,139,5763,214.49,15,5,0.036,1781.00,2024-11-01,Desktop,Data Analytics Online
A1781,193,3271,187.76,30,9,0.047,1209.00,2024-11-13,Tablet,Data Analytics Online
A1782,151,4402,248.65,21,4,0.026,1722.00,2024-11-19,Desktop,Data Analytics Online
A1783,90,4281,216.36,24,4,0.044,1768.00,2024-11-04,Mobile,Learn Data Analytics
A1785,197,4373,218.30,18,9,0.046,1988.00,2024-11-14,Desktop,Learn Data Analytics
A1787,96,5503,243.51,11,6,0.063,1687.00,2024-11-02,Desktop,Data Analytics Online
A1788,160,4154,230.16,15,6,0.038,1667.00,2024-11-16,Mobile,Data Analytics Online
A1789,162,5161,240.72,16,7,0.043,1649.00,2024-11-15,Tablet,Learn Data Analytics
A1790,171,5517,233.86,23,5,0.029,1349.00,2024-11-24,Tablet,Data Analytics Course
A1791,110,4161,204.28,16,10,0.091,1447.00,2024-11-14,Mobile,Data Analytics Online
A1792,103,5332,243.72,16,3,0.029,1882.00,2024-11-28,Desktop,Data Analytics Online
A1793,167,3620,243.81,24,8,0.048,1001.00,2024-11-05,Desktop,Data Analytics Course
A1794,132,4117,239.04,28,3,0.023,1761.00,2024-11-07,Mobile,Analytics For Data
A1795,145,5400,219.89,29,3,0.021,1152.00,2024-11-20,Tablet,Data Analytics Course
A1796,140,5220,183.39,25,8,0.057,1918.00,2024-11-11,Desktop,Learn Data Analytics
A1798,87,4081,180.63,20,4,0.046,1665.00,2024-11-08,Tablet,Data Analytics Online
A1799,141,4239,199.82,15,5,0.035,1639.00,2024-11-27,Mobile,Data Analytics Training
A1801,95,5721,208.53,16,6,0.063,1863.00,2024-11-05,Mobile,Data Analytics Course
A1802,160,5166,210.21,20,7,0.044,1850.00,2024-11-21,Desktop,Data Analytics Course
A1803,133,5430,217.34,16,6,0.045,1199.00,2024-11-14,Mobile,Data Analytics Online
A1804,154,3452,215.61,21,7,0.045,1631.00,2024-11-02,Mobile,Analytics For Data
A1806,186,5073,233.58,15,4,0.022,1965.00,2024-11-04,Tablet,Data Analytics Online
A1807,101,5757,249.33,25,9,0.089,1129.00,2024-11-01,Mobile,Learn Data Analytics
A1808,150,3323,227.55,14,4,0.027,1931.00,2024-11-18,Mobile,Data Analytics Course
A1809,127,5417,229.06,26,8,0.063,1086.00,2024-11-21,Tablet,Learn Data Analytics
A1810,117,5445,213.90,10,5,0.043,1804.00,2024-11-19,Desktop,Data Analytics Course
A1811,152,5173,230.47,15,5,0.033,1779.00,2024-11-26,Desktop,Learn Data Analytics
A1812,87,3643,220.76,27,7,0.080,1393.00,2024-11-03,Desktop,Data Analytics Online
A1813,181,3863,180.12,17,7,0.039,1892.00,2024-11-28,Desktop,Data Analytics Course
A1815,173,5463,232.38,17,5,0.029,1568.00,2024-11-26,Desktop,Analytics For Data
A1816,123,3459,211.88,21,4,0.033,1223.00,2024-11-24,Tablet,Learn Data Analytics
A1817,162,3906,237.24,13,5,0.031,1062.00,2024-11-10,Desktop,Data Analytics Training
A1819,169,3317,232.35,29,3,0.018,1988.00,2024-11-24,Mobile,Data Analytics Training
A1820,120,3235,220.67,11,4,0.033,1890.00,2024-11-17,Mobile,Learn Data Analytics
A1822,167,4403,189.36,25,4,0.024,1572.00,2024-06-11,Desktop,Learn Data Analytics
A1823,101,3530,184.83,22,5,0.050,1802.00,2024-11-13,Mobile,Learn Data Analytics
A1824,129,4679,239.21,19,3,0.023,1215.00,2024-11-04,Mobile,Data Analytics Online
A1825,153,5396,233.79,13,8,0.052,1571.00,2024-01-11,Mobile,Data Analytics Training
A1827,108,5545,209.82,11,8,0.074,1491.00,2024-11-08,Mobile,Analytics For Data
A1828,85,4772,211.62,15,10,0.118,1669.00,2024-11-19,Mobile,Learn Data Analytics
A1829,109,4941,242.54,18,9,0.083,1278.00,2024-11-11,Desktop,Data Analytics Training
A1831,143,5526,185.94,15,8,0.056,1712.00,2024-11-25,Desktop,Analytics For Data
A1832,161,5302,184.29,13,8,0.050,1703.00,2024-11-30,Tablet,Learn Data Analytics
A1833,146,4424,196.88,20,3,0.021,1757.00,2024-11-30,Tablet,Data Analytics Online
A1834,82,5971,235.52,14,8,0.098,1568.00,2024-06-11,Mobile,Learn Data Analytics
A1835,88,3733,244.35,12,8,0.091,1622.00,2024-11-27,Mobile,Data Analytics Online
A1836,127,4403,244.30,15,7,0.055,1832.00,2024-11-22,Tablet,Data Analytics Course
A1837,179,5118,189.59,15,6,0.034,1892.00,2024-11-28,Tablet,Data Analytics Course
A1838,199,4407,240.05,21,9,0.045,1054.00,2024-11-13,Desktop,Data Analytics Online
A1840,99,4880,245.13,25,8,0.081,1236.00,2024-11-19,Tablet,Data Analytics Course
A1841,122,5774,224.40,23,10,0.082,1330.00,2024-11-14,Mobile,Learn Data Analytics
A1842,178,4103,207.23,17,8,0.045,1612.00,2024-11-15,Mobile,Analytics For Data
A1843,157,4414,240.57,17,9,0.057,1483.00,2024-11-27,Desktop,Learn Data Analytics
A1845,192,3320,208.09,17,3,0.016,1169.00,2024-11-18,Mobile,Data Analytics Training
A1846,144,4146,246.10,18,10,0.069,1074.00,2024-11-15,Desktop,Analytics For Data
A1847,147,4720,227.60,23,8,0.054,1907.00,2024-11-05,Tablet,Data Analytics Online
A1848,121,3557,237.03,16,7,0.058,1255.00,2024-11-25,Mobile,Data Analytics Online
A1849,193,5899,227.24,12,9,0.047,1832.00,2024-02-11,Desktop,Analytics For Data
A1850,170,4968,216.78,21,5,0.029,1997.00,2024-11-24,Tablet,Data Analytics Course
A1852,133,4078,189.42,21,6,0.045,1969.00,2024-11-21,Desktop,Data Analytics Online
A1853,82,4163,208.08,30,8,0.098,1297.00,2024-11-04,Mobile,Data Analytics Course
A1854,90,4330,249.24,20,4,0.044,1618.00,2024-11-15,Tablet,Data Analytics Training
A1855,122,5882,189.76,25,7,0.057,1357.00,2024-11-25,Tablet,Analytics For Data
A1856,105,5645,218.24,17,6,0.057,1420.00,2024-11-02,Mobile,Data Analytics Online
A1857,179,3848,213.26,12,5,0.028,1807.00,2024-11-29,Desktop,Data Analytics Course
A1858,91,5609,228.27,12,10,0.110,1098.00,2024-11-11,Desktop,Analytics For Data
A1859,168,4390,195.52,22,10,0.060,1553.00,2024-11-04,Desktop,Data Analytics Course
A1860,162,4774,210.80,20,7,0.043,1387.00,2024-11-29,Tablet,Analytics For Data
A1861,130,5787,218.79,13,10,0.077,1679.00,2024-11-09,Mobile,Data Analytics Online
A1862,97,5192,184.79,13,10,0.103,1382.00,2024-11-05,Mobile,Learn Data Analytics
A1863,142,4223,222.28,27,5,0.035,1506.00,2024-11-07,Desktop,Learn Data Analytics
A1865,186,3988,237.69,15,5,0.027,1603.00,2024-11-14,Tablet,Data Analytics Course
A1866,170,3437,232.08,23,5,0.029,1405.00,2024-11-29,Mobile,Learn Data Analytics
A1867,85,3718,224.14,21,6,0.071,1938.00,2024-11-04,Desktop,Data Analytics Online
A1868,115,5343,239.92,20,8,0.070,1381.00,2024-11-15,Desktop,Learn Data Analytics
A1869,167,5170,241.21,24,4,0.024,1515.00,2024-11-21,Mobile,Data Analytics Course
A1870,113,5916,234.58,18,5,0.044,1165.00,2024-11-12,Mobile,Data Analytics Course
A1871,175,4958,245.96,22,10,0.057,1777.00,2024-11-21,Mobile,Data Analytics Online
A1873,194,5309,191.40,19,10,0.052,1764.00,2024-11-13,Desktop,Data Analytics Training
A1875,82,4622,203.99,17,9,0.110,1375.00,2024-11-12,Mobile,Data Analytics Online
A1877,179,4992,221.48,27,10,0.056,1062.00,2024-11-06,Tablet,Learn Data Analytics
A1878,93,3015,232.01,21,4,0.043,1770.00,2024-11-26,Mobile,Learn Data Analytics
A1879,152,4662,249.13,24,7,0.046,1951.00,2024-11-11,Desktop,Data Analytics Online
A1880,81,3766,213.12,27,7,0.086,1183.00,2024-11-27,Desktop,Data Analytics Online
A1881,130,5774,241.97,11,7,0.054,1708.00,2024-11-20,Desktop,Data Analytics Course
A1882,110,4542,227.95,20,4,0.036,1423.00,2024-11-11,Desktop,Data Analytics Training
A1884,113,5265,184.21,27,5,0.044,1353.00,2024-11-20,Tablet,Data Analytics Online
A1885,140,5297,223.90,28,6,0.043,1630.00,2024-11-21,Mobile,Data Analytics Course
A1886,170,3347,248.44,27,3,0.018,1719.00,2024-11-20,Desktop,Learn Data Analytics
A1887,176,5960,245.33,19,8,0.045,1761.00,2024-11-25,Tablet,Analytics For Data
A1889,195,5265,242.00,10,4,0.021,1699.00,2024-11-08,Tablet,Data Analytics Online
A1890,162,4396,183.96,18,4,0.025,1054.00,2024-11-18,Tablet,Data Analytics Online
A1891,138,4381,191.55,28,7,0.051,1756.00,2024-11-01,Tablet,Data Analytics Training
A1892,177,3965,225.82,15,4,0.023,1530.00,2024-11-22,Mobile,Data Analytics Online
A1893,159,3366,217.27,21,7,0.044,1515.00,2024-11-17,Tablet,Data Analytics Online
A1894,111,4026,229.01,13,3,0.027,1438.00,2024-11-01,Desktop,Learn Data Analytics
A1895,184,5560,189.14,14,6,0.033,1250.00,2024-11-17,Tablet,Data Analytics Online
A1896,128,4500,188.21,10,3,0.023,1087.00,2024-11-14,Desktop,Data Analytics Online
A1897,164,3851,219.15,22,6,0.037,1487.00,2024-11-09,Mobile,Learn Data Analytics
A1898,120,3464,228.30,19,4,0.033,1426.00,2024-11-22,Tablet,Data Analytics Online
A1901,143,4143,191.68,20,5,0.035,1460.00,2024-11-30,Tablet,Analytics For Data
A1902,176,5768,238.94,14,8,0.045,1016.00,2024-11-02,Tablet,Data Analytics Online
A1903,151,4408,214.29,20,5,0.033,1900.00,2024-11-21,Desktop,Data Analytics Course
A1904,134,3623,221.65,19,5,0.037,1937.00,2024-11-24,Desktop,Data Analytics Online
A1905,191,3057,223.28,27,6,0.031,1208.00,2024-11-03,Desktop,Data Analytics Online
A1907,112,3989,228.74,10,8,0.071,1812.00,2024-11-13,Mobile,Analytics For Data
A1908,169,3619,246.66,28,3,0.018,1354.00,2024-11-25,Desktop,Data Analytics Online
A1909,172,4696,242.17,26,3,0.017,1719.00,2024-11-06,Desktop,Data Analytics Course
A1910,162,5684,219.08,30,7,0.043,1295.00,2024-11-26,Desktop,Data Analytics Course
A1911,183,4197,243.19,29,8,0.044,1593.00,2024-11-09,Mobile,Data Analytics Training
A1912,108,5949,184.25,23,8,0.074,1986.00,2024-11-23,Desktop,Data Analytics Training
A1915,122,4632,236.57,13,6,0.049,1001.00,2024-11-15,Desktop,Data Analytics Course
A1917,122,4525,202.89,23,8,0.066,1499.00,2024-11-22,Tablet,Data Analytics Training
A1918,175,4850,186.25,28,10,0.057,1978.00,2024-11-18,Desktop,Analytics For Data
A1919,123,4938,180.64,24,9,0.073,1746.00,2024-11-21,Tablet,Data Analytics Course
A1920,135,5748,239.22,20,7,0.052,1222.00,2024-11-21,Tablet,Analytics For Data
A1924,89,3069,205.37,19,6,0.067,1518.00,2024-11-28,Desktop,Data Analytics Online
A1926,148,4514,203.54,23,3,0.020,1622.00,2024-05-11,Desktop,Data Analytics Online
A1927,96,3468,228.41,16,9,0.094,1035.00,2024-04-11,Desktop,Learn Data Analytics
A1928,126,3613,208.74,18,7,0.056,1106.00,2024-11-06,Desktop,Learn Data Analytics
A1929,115,3234,227.77,30,3,0.026,1272.00,2024-11-13,Tablet,Learn Data Analytics
A1930,135,5436,245.86,28,9,0.067,1453.00,2024-11-03,Desktop,Data Analytics Online
A1932,80,3777,199.52,12,7,0.088,1694.00,2024-11-22,Desktop,Learn Data Analytics
A1933,190,3461,205.22,28,10,0.053,1616.00,2024-11-25,Mobile,Data Analytics Online
A1934,135,4575,241.92,10,5,0.037,1553.00,2024-11-22,Desktop,Data Analytics Course
A1935,149,3471,242.14,23,4,0.027,1937.00,2024-11-19,Desktop,Data Analytics Training
A1937,132,5428,180.73,10,7,0.053,1732.00,2024-11-16,Desktop,Data Analytics Course
A1938,198,4499,245.24,27,7,0.035,1165.00,2024-11-01,Tablet,Data Analytics Online
A1939,153,3285,226.26,12,7,0.046,1838.00,2024-11-21,Desktop,Data Analytics Online
A1941,91,4600,194.14,19,7,0.077,1255.00,2024-11-19,Mobile,Data Analytics Online
A1942,154,4804,190.98,21,3,0.019,1521.00,2024-11-23,Desktop,Data Analytics Training
A1943,115,5472,230.29,26,4,0.035,1275.00,2024-11-07,Mobile,Learn Data Analytics
A1944,86,5493,191.28,18,9,0.105,1204.00,2024-11-20,Tablet,Data Analytics Course
A1945,116,3188,238.62,15,10,0.086,1429.00,2024-11-14,Tablet,Data Analytics Online
A1946,144,3579,237.97,21,10,0.069,1155.00,2024-11-02,Desktop,Data Analytics Course
A1947,101,4198,204.09,30,10,0.099,1642.00,2024-11-21,Desktop,Data Analytics Training
A1948,116,4224,245.99,10,5,0.043,1054.00,2024-11-05,Tablet,Data Analytics Online
A1949,187,3199,193.29,24,6,0.032,1430.00,2024-11-20,Tablet,Data Analytics Online
A1950,114,4333,192.81,26,6,0.053,1722.00,2024-08-11,Tablet,Data Analytics Training
A1951,141,3617,198.52,20,9,0.064,1858.00,2024-11-21,Desktop,Data Analytics Course
A1953,186,4689,204.31,26,6,0.032,1936.00,2024-11-21,Desktop,Data Analytics Online
A1955,136,3441,236.21,26,9,0.066,1461.00,2024-11-15,Desktop,Learn Data Analytics
A1956,185,3719,245.91,17,9,0.049,1218.00,2024-11-09,Mobile,Data Analytics Online
A1957,162,3337,200.94,11,9,0.056,1820.00,2024-11-16,Mobile,Data Analytics Course
A1959,109,5641,224.36,30,4,0.037,1531.00,2024-11-13,Tablet,Analytics For Data
A1960,88,3992,195.38,14,4,0.045,1228.00,2024-11-15,Desktop,Data Analytics Course
A1961,189,3411,205.26,28,7,0.037,1147.00,2024-11-27,Desktop,Analytics For Data
A1962,154,3099,218.70,30,6,0.039,1366.00,2024-10-11,Desktop,Data Analytics Online
A1963,106,3017,242.71,24,5,0.047,1701.00,2024-11-04,Mobile,Learn Data Analytics
A1965,84,5662,228.62,25,9,0.107,1988.00,2024-11-26,Desktop,Analytics For Data
A1966,190,4476,198.18,12,4,0.021,1002.00,2024-11-07,Desktop,Data Analytics Online
A1967,156,4771,199.30,26,8,0.051,1823.00,2024-11-04,Tablet,Data Analytics Online
A1969,170,4786,202.62,27,6,0.035,1372.00,2024-11-04,Mobile,Data Analytics Training
A1970,86,3964,193.15,26,5,0.058,1639.00,2024-11-23,Desktop,Learn Data Analytics
A1971,143,5317,236.37,10,3,0.021,1861.00,2024-11-16,Tablet,Data Analytics Online
A1972,84,3454,206.80,23,3,0.036,1573.00,2024-11-17,Desktop,Learn Data Analytics
A1973,145,3804,236.92,29,8,0.055,1328.00,2024-11-23,Tablet,Data Analytics Course
A1974,126,4670,234.65,25,8,0.063,1470.00,2024-11-23,Desktop,Data Analytics Online
A1975,156,3273,189.36,14,6,0.038,1860.00,2024-11-15,Mobile,Data Analytics Online
A1977,197,5866,217.81,28,7,0.036,1331.00,2024-11-18,Mobile,Learn Data Analytics
A1979,129,4856,230.13,23,7,0.054,1720.00,2024-11-25,Tablet,Learn Data Analytics
A1980,93,4054,244.73,11,8,0.086,1066.00,2024-11-24,Desktop,Data Analytics Online
A1982,135,4430,196.18,12,9,0.067,1374.00,2024-11-08,Mobile,Analytics For Data
A1983,138,5356,204.86,15,9,0.065,1268.00,2024-11-22,Mobile,Data Analytics Online
A1985,151,5301,232.06,13,9,0.060,1893.00,2024-11-05,Mobile,Data Analytics Online
A1986,189,3031,209.84,25,6,0.032,1936.00,2024-11-26,Tablet,Data Analytics Online
A1988,178,4745,200.61,12,9,0.051,1574.00,2024-11-18,Desktop,Learn Data Analytics
A1989,164,3024,192.34,12,8,0.049,1997.00,2024-11-07,Desktop,Data Analytics Course
A1990,94,5435,231.42,21,5,0.053,1114.00,2024-11-03,Desktop,Data Analytics Online
A1991,176,3021,204.53,29,7,0.040,1620.00,2024-11-13,Tablet,Data Analytics Online
A1992,165,5335,192.53,23,5,0.030,1402.00,2024-12-11,Mobile,Data Analytics Training
A1993,188,4081,237.05,18,8,0.043,1846.00,2024-06-11,Tablet,Data Analytics Course
A1994,87,4840,205.72,16,6,0.069,1040.00,2024-09-11,Desktop,Data Analytics Online
A1995,106,4738,196.70,17,4,0.038,1515.00,2024-11-29,Tablet,Data Analytics Training
A1996,198,4181,218.40,10,8,0.040,1298.00,2024-11-17,Mobile,Data Analytics Training
A1997,121,5813,202.92,25,6,0.050,1226.00,2024-11-14,Tablet,Data Analytics Online
A1998,120,4303,202.80,21,4,0.033,1033.00,2024-11-26,Tablet,Data Analytics Online
A1999,189,5201,210.87,21,10,0.053,1560.00,2024-11-11,Mobile,Data Analytics Course
A2001,99,4051,207.42,10,9,0.091,1797.00,2024-11-14,Mobile,Analytics For Data
A2002,199,4080,243.80,23,7,0.035,1507.00,2024-11-15,Desktop,Data Analytics Training
A2003,180,4140,240.76,21,8,0.044,1248.00,2024-11-11,Desktop,Data Analytics Online
A2004,88,3333,193.25,29,3,0.034,1398.00,2024-11-14,Tablet,Data Analytics Online
A2005,140,3689,249.33,20,9,0.064,1329.00,2024-11-22,Mobile,Learn Data Analytics
A2006,166,4665,223.95,23,9,0.054,1404.00,2024-11-07,Tablet,Data Analytics Online
A2007,185,3670,198.66,30,4,0.022,1440.00,2024-11-13,Desktop,Data Analytics Training
A2008,139,4036,242.12,25,5,0.036,1329.00,2024-11-26,Tablet,Learn Data Analytics
A2009,142,4497,198.98,27,3,0.021,1582.00,2024-11-30,Tablet,Analytics For Data
A2010,173,3705,197.01,20,10,0.058,1010.00,2024-11-26,Desktop,Data Analytics Training
A2012,153,5283,205.72,24,3,0.020,1591.00,2024-10-11,Desktop,Learn Data Analytics
A2013,104,5203,241.15,17,6,0.058,1164.00,2024-11-28,Mobile,Data Analytics Online
A2014,120,4243,198.49,15,10,0.083,1891.00,2024-11-27,Desktop,Data Analytics Training
A2015,100,3716,247.95,23,8,0.080,1924.00,2024-11-14,Mobile,Learn Data Analytics
A2016,106,3646,237.89,28,7,0.066,1564.00,2024-11-02,Mobile,Analytics For Data
A2017,136,4101,227.43,28,9,0.066,1284.00,2024-11-19,Tablet,Learn Data Analytics
A2019,153,3381,231.35,29,5,0.033,1769.00,2024-11-28,Tablet,Data Analytics Course
A2020,111,5003,213.34,29,3,0.027,1938.00,2024-11-25,Tablet,Analytics For Data
A2021,156,5415,198.27,29,7,0.045,1918.00,2024-11-17,Desktop,Data Analytics Training
A2024,96,3958,238.06,17,4,0.042,1750.00,2024-11-07,Mobile,Data Analytics Online
A2025,180,3060,194.47,21,5,0.028,1429.00,2024-11-10,Tablet,Data Analytics Online
A2026,132,5514,208.57,16,7,0.053,1072.00,2024-11-26,Mobile,Data Analytics Online
A2027,147,5373,233.68,20,7,0.048,1685.00,2024-11-01,Desktop,Data Analytics Course
A2028,84,4720,213.68,20,5,0.060,1412.00,2024-11-21,Tablet,Data Analytics Course
A2029,82,4330,228.68,18,8,0.098,1510.00,2024-11-04,Desktop,Analytics For Data
A2031,89,5899,226.95,13,7,0.079,1058.00,2024-11-10,Mobile,Data Analytics Training
A2032,198,3500,206.88,19,6,0.030,1684.00,2024-11-11,Mobile,Analytics For Data
A2033,135,4155,207.81,25,9,0.067,1313.00,2024-03-11,Desktop,Data Analytics Online
A2034,94,5437,190.49,16,6,0.064,1234.00,2024-11-16,Tablet,Data Analytics Training
A2036,113,5392,205.13,28,3,0.027,1208.00,2024-11-17,Mobile,Data Analytics Online
A2038,135,5054,224.03,16,6,0.044,1765.00,2024-07-11,Mobile,Data Analytics Training
A2039,116,5757,218.69,10,7,0.060,1834.00,2024-11-23,Mobile,Data Analytics Online
A2041,164,4053,245.26,28,7,0.043,1384.00,2024-11-01,Tablet,Learn Data Analytics
A2042,146,5733,225.48,26,3,0.021,1658.00,2024-11-10,Desktop,Data Analytics Online
A2043,181,3225,190.25,22,5,0.028,1677.00,2024-10-11,Mobile,Learn Data Analytics
A2044,156,4170,244.72,29,3,0.019,1962.00,2024-11-20,Desktop,Data Analytics Online
A2045,182,4039,240.35,12,7,0.038,1214.00,2024-11-13,Tablet,Data Analytics Training
A2046,137,3150,184.36,19,3,0.022,1218.00,2024-11-29,Tablet,Data Analytics Online
A2047,93,4498,237.67,27,3,0.032,1102.00,2024-11-30,Mobile,Data Analytics Online
A2048,136,4683,228.82,22,5,0.037,1493.00,2024-11-19,Desktop,Learn Data Analytics
A2049,194,5620,194.91,22,10,0.052,1607.00,2024-08-11,Tablet,Data Analytics Course
A2051,181,3063,191.03,15,4,0.022,1125.00,2024-11-21,Desktop,Data Analytics Training
A2053,128,4314,181.68,28,5,0.039,1456.00,2024-11-25,Mobile,Analytics For Data
A2054,133,5945,223.43,16,6,0.045,1329.00,2024-11-16,Tablet,Data Analytics Training
A2056,191,5227,204.87,26,6,0.031,1605.00,2024-11-20,Mobile,Data Analytics Course
A2057,172,4850,242.33,27,4,0.023,1391.00,2024-11-21,Tablet,Data Analytics Online
A2059,110,4394,194.23,28,3,0.027,1394.00,2024-11-25,Tablet,Analytics For Data
A2060,119,5820,196.42,11,10,0.084,1707.00,2024-11-22,Tablet,Learn Data Analytics
A2061,178,5328,201.90,20,9,0.051,1452.00,2024-11-21,Mobile,Data Analytics Course
A2063,95,4050,234.79,20,5,0.053,1783.00,2024-11-18,Mobile,Data Analytics Online
A2064,198,3575,224.07,13,3,0.015,1070.00,2024-11-09,Desktop,Data Analytics Online
A2065,134,5570,233.77,15,4,0.030,1101.00,2024-11-27,Mobile,Data Analytics Course
A2066,83,4883,228.30,29,10,0.120,1456.00,2024-11-07,Mobile,Learn Data Analytics
A2067,187,4753,236.03,13,3,0.016,1906.00,2024-11-18,Desktop,Data Analytics Online
A2068,81,5653,245.33,23,8,0.099,1248.00,2024-11-26,Mobile,Data Analytics Online
A2069,144,5750,184.37,19,8,0.056,1098.00,2024-11-26,Desktop,Learn Data Analytics
A2070,161,5766,221.93,10,8,0.050,1830.00,2024-11-13,Tablet,Data Analytics Online
A2071,90,4424,219.77,10,4,0.044,1396.00,2024-08-11,Desktop,Data Analytics Online
A2072,128,5043,231.72,26,8,0.063,1508.00,2024-11-26,Tablet,Analytics For Data
A2073,195,4529,200.36,25,7,0.036,1343.00,2024-11-30,Tablet,Data Analytics Training
A2075,176,4518,237.95,17,10,0.057,1933.00,2024-11-11,Desktop,Analytics For Data
A2076,157,5201,228.72,14,8,0.051,1458.00,2024-11-09,Mobile,Data Analytics Online
A2077,104,4735,233.95,19,6,0.058,1493.00,2024-11-23,Mobile,Learn Data Analytics
A2079,138,5506,192.89,27,6,0.043,1261.00,2024-11-02,Tablet,Learn Data Analytics
